cik_int,cik10,cik_original,company_name,primary_ticker,all_tickers,n_tickers,earliest_filing_date,latest_filing_date,n_filings,n_years,name_normalized
1728117,1728117,1728117,"Gossamer Bio, Inc.",GOSS,{'GOSS'},1,00:00.0,00:00.0,3,3,"GOSSAMER BIO, INC."
104889,104889,104889,Graham Holdings Co,GHC,{'GHC'},1,00:00.0,00:00.0,17,17,GRAHAM HOLDINGS CO
1434588,1434588,1434588,"Grand Canyon Education, Inc.",LOPE,{'LOPE'},1,00:00.0,00:00.0,13,13,"GRAND CANYON EDUCATION, INC."
1181749,1181749,1181749,"Granite Falls Energy, LLC",GFGY,{'GFGY'},1,00:00.0,00:00.0,7,7,"GRANITE FALLS ENERGY, LLC"
1690437,1690437,1690437,GraniteShares Gold Trust,BAR,{'BAR'},1,00:00.0,00:00.0,3,3,GRANITESHARES GOLD TRUST
1690842,1690842,1690842,GraniteShares Platinum Trust,PLTM,{'PLTM'},1,00:00.0,00:00.0,3,3,GRANITESHARES PLATINUM TRUST
1205181,1205181,1205181,"Grapefruit USA, Inc",GPFT,{'GPFT'},1,00:00.0,00:00.0,6,6,"GRAPEFRUIT USA, INC"
1497649,1497649,1497649,Graphene & Solar Technologies Ltd,GSTX,{'GSTX'},1,00:00.0,00:00.0,10,10,GRAPHENE & SOLAR TECHNOLOGIES LTD
1588489,1588489,1588489,Grayscale Bitcoin Trust (BTC),GBTC,{'GBTC'},1,00:00.0,00:00.0,2,2,GRAYSCALE BITCOIN TRUST (BTC)
1725210,1725210,1725210,Grayscale Ethereum Trust (ETH),ETHE,{'ETHE'},1,00:00.0,00:00.0,1,1,GRAYSCALE ETHEREUM TRUST (ETH)
1372020,1372020,1372020,Great Lakes Dredge & Dock CORP,GLDD,{'GLDD'},1,00:00.0,00:00.0,15,15,GREAT LAKES DREDGE & DOCK
1695473,1695473,1695473,"Greater Cannabis Company, Inc.",GCAN,{'GCAN'},1,00:00.0,00:00.0,3,3,"GREATER CANNABIS COMPANY, INC."
1158420,1158420,1158420,Green Giant Inc.,GGE,{'GGE'},1,00:00.0,00:00.0,13,13,GREEN GIANT INC.
1309402,1309402,1309402,Green Plains Inc.,GPRE,{'GPRE'},1,00:00.0,00:00.0,15,15,GREEN PLAINS INC.
1635650,1635650,1635650,Green Plains Partners LP,GPP,{'GPP'},1,00:00.0,00:00.0,6,6,GREEN PLAINS PARTNERS LP
1392449,1392449,1392449,Green Planet Bio Engineering Co. Ltd.,GPLB,{'GPLB'},1,00:00.0,00:00.0,9,9,GREEN PLANET BIO ENGINEERING CO. LTD.
1437476,1437476,1437476,Green Stream Holdings Inc.,GSFI,{'GSFI'},1,00:00.0,00:00.0,2,2,GREEN STREAM HOLDINGS INC.
1795139,1795139,1795139,Green Thumb Industries Inc.,GTBIF,{'GTBIF'},1,00:00.0,00:00.0,2,2,GREEN THUMB INDUSTRIES INC.
1472998,1472998,1472998,"GreenPlex Services, Inc.",GRPX,{'GRPX'},1,00:00.0,00:00.0,2,2,"GREENPLEX SERVICES, INC."
1712923,1712923,1712923,"GreenSky, Inc.",GSKY,{'GSKY'},1,00:00.0,00:00.0,3,3,"GREENSKY, INC."
1735041,1735041,1735041,Greenland Technologies Holding Corp.,GTEC,{'GTEC'},1,00:00.0,00:00.0,3,3,GREENLAND TECHNOLOGIES HOLDING CORP.
1743745,1743745,1743745,"Greenlane Holdings, Inc.",GNLN,{'GNLN'},1,00:00.0,00:00.0,2,2,"GREENLANE HOLDINGS, INC."
1597846,1597846,1597846,Greenpro Capital Corp.,GRNQ,{'GRNQ'},1,00:00.0,00:00.0,3,3,GREENPRO CAPITAL CORP.
1589149,1589149,1589149,"Greenwave Technology Solutions, Inc.",GWAV,{'GWAV'},1,00:00.0,00:00.0,6,6,"GREENWAVE TECHNOLOGY SOLUTIONS, INC."
1799788,1799788,1799788,"Greenwich LifeSciences, Inc.",GLSI,{'GLSI'},1,00:00.0,00:00.0,1,1,"GREENWICH LIFESCIENCES, INC."
1656634,1656634,1656634,"Gritstone bio, Inc.",GRTS,{'GRTS'},1,00:00.0,00:00.0,3,3,"GRITSTONE BIO, INC."
1771515,1771515,1771515,Grocery Outlet Holding Corp.,GO,{'GO'},1,00:00.0,00:00.0,1,1,GROCERY OUTLET HOLDING CORP.
1490281,1490281,1490281,"Groupon, Inc.",GRPN,{'GRPN'},1,00:00.0,00:00.0,10,10,"GROUPON, INC."
1604868,1604868,1604868,GrowGeneration Corp.,GRWG,{'GRWG'},1,00:00.0,00:00.0,4,4,GROWGENERATION CORP.
1576280,1576280,1576280,"Guardant Health, Inc.",GH,{'GH'},1,00:00.0,00:00.0,3,3,"GUARDANT HEALTH, INC."
1642375,1642375,1642375,"Guardion Health Sciences, Inc.",GHSI,{'GHSI'},1,00:00.0,00:00.0,2,2,"GUARDION HEALTH SCIENCES, INC."
1528396,1528396,1528396,"Guidewire Software, Inc.",GWRE,{'GWRE'},1,00:00.0,00:00.0,9,9,"GUIDEWIRE SOFTWARE, INC."
1821160,1821160,1821160,Guild Holdings Co,GHLD,{'GHLD'},1,00:00.0,00:00.0,1,1,GUILD HOLDINGS CO
1565146,1565146,1565146,Gulf Coast Ultra Deep Royalty Trust,GULTU,{'GULTU'},1,00:00.0,00:00.0,8,8,GULF COAST ULTRA DEEP ROYALTY TRUST
1592603,1592603,1592603,"Gulf West Security Network, Inc.",GWSN,{'GWSN'},1,00:00.0,00:00.0,7,7,"GULF WEST SECURITY NETWORK, INC."
1639327,1639327,1639327,"Gushen, Inc",GSHN,{'GSHN'},1,00:00.0,00:00.0,2,2,"GUSHEN, INC"
1509786,1509786,1509786,Guskin Gold Corp.,GKIN,{'GKIN'},1,00:00.0,00:00.0,9,9,GUSKIN GOLD CORP.
1589061,1589061,1589061,"Gyrodyne, LLC",GYRO,{'GYRO'},1,00:00.0,00:00.0,6,6,"GYRODYNE, LLC"
1339605,1339605,1339605,"H&E Equipment Services, Inc.",HEES,{'HEES'},1,00:00.0,00:00.0,16,16,"H&E EQUIPMENT SERVICES, INC."
12659,12659,12659,H&R BLOCK INC,HRB,{'HRB'},1,00:00.0,00:00.0,22,22,H&R BLOCK
1591165,1591165,1591165,"H-CYTE, INC.",HCYT,{'HCYT'},1,00:00.0,00:00.0,7,7,"H-CYTE,"
1057379,1057379,1057379,"HACKETT GROUP, INC.",HCKT,{'HCKT'},1,00:00.0,00:00.0,14,14,"HACKETT GROUP,"
313143,313143,313143,HAEMONETICS CORP,HAE,{'HAE'},1,00:00.0,00:00.0,25,25,HAEMONETICS
910406,910406,910406,HAIN CELESTIAL GROUP INC,HAIN,{'HAIN'},1,00:00.0,00:00.0,24,24,HAIN CELESTIAL GROUP
788965,788965,788965,HALLADOR ENERGY CO,HNRG,{'HNRG'},1,00:00.0,00:00.0,14,14,HALLADOR ENERGY
45012,45012,45012,HALLIBURTON CO,HAL,{'HAL'},1,00:00.0,00:00.0,28,28,HALLIBURTON
819913,819913,819913,HALLMARK FINANCIAL SERVICES INC,HALL,{'HALL'},1,00:00.0,00:00.0,17,17,HALLMARK FINANCIAL SERVICES
1159036,1159036,1159036,"HALOZYME THERAPEUTICS, INC.",HALO,{'HALO'},1,00:00.0,00:00.0,15,15,"HALOZYME THERAPEUTICS,"
1539680,1539680,1539680,HAMMER FIBER OPTICS HOLDINGS CORP,HMMR,{'HMMR'},1,00:00.0,00:00.0,5,5,HAMMER FIBER OPTICS HOLDINGS
1109242,1109242,1109242,HANMI FINANCIAL CORP,HAFC,{'HAFC'},1,00:00.0,00:00.0,20,20,HANMI FINANCIAL
944695,944695,944695,"HANOVER INSURANCE GROUP, INC.",THG,{'THG'},1,00:00.0,00:00.0,25,25,"HANOVER INSURANCE GROUP,"
899394,899394,899394,"HARBOR DIVERSIFIED, INC.",HRBR,{'HRBR'},1,00:00.0,00:00.0,14,14,"HARBOR DIVERSIFIED,"
793952,793952,793952,"HARLEY-DAVIDSON, INC.",HOG,{'HOG'},1,00:00.0,00:00.0,23,23,"HARLEY-DAVIDSON,"
851310,851310,851310,HARMONIC INC,HLIT,{'HLIT'},1,00:00.0,00:00.0,25,25,HARMONIC
45876,45876,45876,HARSCO CORP,HSC,{'HSC'},1,00:00.0,00:00.0,23,23,HARSCO
45919,45919,45919,HARTE HANKS INC,HHS,{'HHS'},1,00:00.0,00:00.0,20,20,HARTE HANKS
1123494,1123494,1123494,HARVARD BIOSCIENCE INC,HBIO,{'HBIO'},1,00:00.0,00:00.0,20,20,HARVARD BIOSCIENCE
46080,46080,46080,"HASBRO, INC.",HAS,{'HAS'},1,00:00.0,00:00.0,21,21,"HASBRO,"
354707,354707,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,HE,{'HE'},1,00:00.0,00:00.0,23,23,HAWAIIAN ELECTRIC INDUSTRIES
1172222,1172222,1172222,HAWAIIAN HOLDINGS INC,HA,{'HA'},1,00:00.0,00:00.0,19,19,HAWAIIAN HOLDINGS
46250,46250,46250,HAWKINS INC,HWKN,{'HWKN'},1,00:00.0,00:00.0,22,22,HAWKINS
893847,893847,893847,"HAWTHORN BANCSHARES, INC.",HWBK,{'HWBK'},1,00:00.0,00:00.0,19,19,"HAWTHORN BANCSHARES,"
858655,858655,858655,HAYNES INTERNATIONAL INC,HAYN,{'HAYN'},1,00:00.0,00:00.0,14,14,HAYNES INTERNATIONAL
775215,775215,775215,"HBT Financial, Inc.",HBT,{'HBT'},1,00:00.0,00:00.0,2,2,"HBT FINANCIAL, INC."
860730,860730,860730,"HCA Healthcare, Inc.",HCA,{'HCA'},1,00:00.0,00:00.0,10,10,"HCA HEALTHCARE, INC."
1400810,1400810,1400810,"HCI Group, Inc.",HCI,{'HCI'},1,00:00.0,00:00.0,13,13,"HCI GROUP, INC."
1531477,1531477,1531477,HEALTH ADVANCE INC.,HADV,{'HADV'},1,00:00.0,00:00.0,5,5,HEALTH ADVANCE
1141788,1141788,1141788,HEALTH DISCOVERY CORP,HDVY,{'HDVY'},1,00:00.0,00:00.0,6,6,HEALTH DISCOVERY
731012,731012,731012,HEALTHCARE SERVICES GROUP INC,HCSG,{'HCSG'},1,00:00.0,00:00.0,24,24,HEALTHCARE SERVICES GROUP
1428336,1428336,1428336,"HEALTHEQUITY, INC.",HQY,{'HQY'},1,00:00.0,00:00.0,6,6,"HEALTHEQUITY,"
765880,765880,765880,"HEALTHPEAK PROPERTIES, INC.",PEAK,{'PEAK'},1,00:00.0,00:00.0,27,27,"HEALTHPEAK PROPERTIES,"
1095565,1095565,1095565,HEALTHSTREAM INC,HSTM,{'HSTM'},1,00:00.0,00:00.0,20,20,HEALTHSTREAM
1630176,1630176,1630176,HEALTHY EXTRACTS INC.,HYEX,{'HYEX'},1,00:00.0,00:00.0,6,6,HEALTHY EXTRACTS
799233,799233,799233,HEARTLAND EXPRESS INC,HTLD,{'HTLD'},1,00:00.0,00:00.0,24,24,HEARTLAND EXPRESS
1066605,1066605,1066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,{'HSII'},1,00:00.0,00:00.0,22,22,HEIDRICK & STRUGGLES INTERNATIONAL
916789,916789,916789,HELEN OF TROY LTD,HELE,{'HELE'},1,00:00.0,00:00.0,20,20,HELEN OF TROY LTD
1024795,1024795,1024795,"HELIOS TECHNOLOGIES, INC.",HLIO,{'HLIO'},1,00:00.0,00:00.0,15,15,"HELIOS TECHNOLOGIES,"
1610853,1610853,1610853,"HELIUS MEDICAL TECHNOLOGIES, INC.",HSDT,{'HSDT'},1,00:00.0,00:00.0,6,6,"HELIUS MEDICAL TECHNOLOGIES,"
866829,866829,866829,HELIX ENERGY SOLUTIONS GROUP INC,HLX,{'HLX'},1,00:00.0,00:00.0,22,22,HELIX ENERGY SOLUTIONS GROUP
779152,779152,779152,HENRY JACK & ASSOCIATES INC,JKHY,{'JKHY'},1,00:00.0,00:00.0,26,26,HENRY JACK & ASSOCIATES
1000228,1000228,1000228,HENRY SCHEIN INC,HSIC,{'HSIC'},1,00:00.0,00:00.0,22,22,HENRY SCHEIN
1180262,1180262,1180262,HERBALIFE NUTRITION LTD.,HLF,{'HLF'},1,00:00.0,00:00.0,17,17,HERBALIFE NUTRITION LTD.
1364479,1364479,1364479,HERC HOLDINGS INC,HRI,{'HRI'},1,00:00.0,00:00.0,15,15,HERC HOLDINGS
1053352,1053352,1053352,HERITAGE COMMERCE CORP,HTBK,{'HTBK'},1,00:00.0,00:00.0,15,15,HERITAGE COMMERCE
1046025,1046025,1046025,HERITAGE FINANCIAL CORP /WA/,HFWA,{'HFWA'},1,00:00.0,00:00.0,22,22,HERITAGE FINANCIAL CORP
818033,818033,818033,"HERON THERAPEUTICS, INC. /DE/",HRTX,{'HRTX'},1,00:00.0,00:00.0,25,25,"HERON THERAPEUTICS, INC."
47111,47111,47111,HERSHEY CO,HSY,{'HSY'},1,00:00.0,00:00.0,25,25,HERSHEY
1038133,1038133,1038133,HESKA CORP,HSKA,{'HSKA'},1,00:00.0,00:00.0,23,23,HESKA
4447,4447,4447,HESS CORP,HES,{'HES'},1,00:00.0,00:00.0,25,25,HESS
717605,717605,717605,HEXCEL CORP /DE/,HXL,{'HXL'},1,00:00.0,00:00.0,26,26,HEXCEL CORP
1680873,1680873,1680873,HF Foods Group Inc.,HFFG,{'HFFG'},1,00:00.0,00:00.0,4,4,HF FOODS GROUP INC.
797465,797465,797465,"HG Holdings, Inc.",STLY,{'STLY'},1,00:00.0,00:00.0,27,27,"HG HOLDINGS, INC."
1017480,1017480,1017480,HIBBETT INC,HIBB,{'HIBB'},1,00:00.0,00:00.0,24,24,HIBBETT
1371451,1371451,1371451,HIGHWATER ETHANOL LLC,HEOL,{'HEOL'},1,00:00.0,00:00.0,7,7,HIGHWATER ETHANOL LLC
921082,921082,921082,"HIGHWOODS PROPERTIES, INC.",HIW,{'HIW'},1,00:00.0,00:00.0,24,24,"HIGHWOODS PROPERTIES,"
732417,732417,732417,HILLS BANCORPORATION,HBIA,{'HBIA'},1,00:00.0,00:00.0,10,10,HILLS BANCORPORATION
1409624,1409624,1409624,"HIMALAYA TECHNOLOGIES, INC",HMLA,{'HMLA'},1,00:00.0,00:00.0,4,4,"HIMALAYA TECHNOLOGIES,"
921183,921183,921183,HMN FINANCIAL INC,HMNF,{'HMNF'},1,00:00.0,00:00.0,22,22,HMN FINANCIAL
48287,48287,48287,HNI CORP,HNI,{'HNI'},1,00:00.0,00:00.0,16,16,HNI
1283140,1283140,1283140,HOLLY ENERGY PARTNERS LP,HEP,{'HEP'},1,00:00.0,00:00.0,17,17,HOLLY ENERGY PARTNERS LP
859737,859737,859737,HOLOGIC INC,HOLX,{'HOLX'},1,00:00.0,00:00.0,23,23,HOLOGIC
1436425,1436425,1436425,"HOME BANCORP, INC.",HBCP,{'HBCP'},1,00:00.0,00:00.0,13,13,"HOME BANCORP,"
1331520,1331520,1331520,HOME BANCSHARES INC,HOMB,{'HOMB'},1,00:00.0,00:00.0,15,15,HOME BANCSHARES
354950,354950,354950,"HOME DEPOT, INC.",HD,{'HD'},1,00:00.0,00:00.0,25,25,"HOME DEPOT,"
773840,773840,773840,HONEYWELL INTERNATIONAL INC,HON,{'HON'},1,00:00.0,00:00.0,23,23,HONEYWELL INTERNATIONAL
1324759,1324759,1324759,HONG YUAN HOLDING GROUP,HGYN,{'HGYN'},1,00:00.0,00:00.0,5,5,HONG YUAN HOLDING GROUP
1077688,1077688,1077688,HOOKER FURNISHINGS Corp,HOFT,{'HOFT'},1,00:00.0,00:00.0,18,18,HOOKER FURNISHINGS CORP
1760542,1760542,1760542,HOOKIPA Pharma Inc.,HOOK,{'HOOK'},1,00:00.0,00:00.0,2,2,HOOKIPA PHARMA INC.
1128361,1128361,1128361,HOPE BANCORP INC,HOPE,{'HOPE'},1,00:00.0,00:00.0,21,21,HOPE BANCORP
850141,850141,850141,HORACE MANN EDUCATORS CORP /DE/,HMN,{'HMN'},1,00:00.0,00:00.0,25,25,HORACE MANN EDUCATORS CORP
706129,706129,706129,HORIZON BANCORP INC /IN/,HBNC,{'HBNC'},1,00:00.0,00:00.0,19,19,HORIZON BANCORP INC
48465,48465,48465,HORMEL FOODS CORP /DE/,HRL,{'HRL'},1,00:00.0,00:00.0,25,25,HORMEL FOODS CORP
882184,882184,882184,HORTON D R INC /DE/,DHI,{'DHI'},1,00:00.0,00:00.0,25,25,HORTON D R INC
1070750,1070750,1070750,"HOST HOTELS & RESORTS, INC.",HST,{'HST'},1,00:00.0,00:00.0,23,23,"HOST HOTELS & RESORTS,"
1302215,1302215,1302215,"HOULIHAN LOKEY, INC.",HLI,{'HLI'},1,00:00.0,00:00.0,5,5,"HOULIHAN LOKEY,"
1156041,1156041,1156041,HOUSTON AMERICAN ENERGY CORP,HUSA,{'HUSA'},1,00:00.0,00:00.0,14,14,HOUSTON AMERICAN ENERGY
47217,47217,47217,HP INC,HPQ,{'HPQ'},1,00:00.0,00:00.0,27,27,HP
1304730,1304730,1304730,HQDA ELDERLY LIFE NETWORK CORP.,HQDA,{'HQDA'},1,00:00.0,00:00.0,4,4,HQDA ELDERLY LIFE NETWORK
797564,797564,797564,"HST Global, Inc.",HSTC,{'HSTC'},1,00:00.0,00:00.0,14,14,"HST GLOBAL, INC."
1169987,1169987,1169987,"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,{'HTGM'},1,00:00.0,00:00.0,6,6,"HTG MOLECULAR DIAGNOSTICS,"
48898,48898,48898,HUBBELL INC,HUBB,{'HUBB'},1,00:00.0,00:00.0,22,22,HUBBELL
1404655,1404655,1404655,HUBSPOT INC,HUBS,{'HUBS'},1,00:00.0,00:00.0,7,7,HUBSPOT
925528,925528,925528,HUDSON TECHNOLOGIES INC /NY,HDSN,{'HDSN'},1,00:00.0,00:00.0,14,14,HUDSON TECHNOLOGIES INC
862022,862022,862022,HUGOTON ROYALTY TRUST,HGTXU,{'HGTXU'},1,00:00.0,00:00.0,19,19,HUGOTON ROYALTY TRUST
49071,49071,49071,HUMANA INC,HUM,{'HUM'},1,00:00.0,00:00.0,23,23,HUMANA
1293310,1293310,1293310,"HUMANIGEN, INC",HGEN,{'HGEN'},1,00:00.0,00:00.0,9,9,"HUMANIGEN,"
1119190,1119190,1119190,"HUMBL, INC.",HMBL,{'HMBL'},1,00:00.0,00:00.0,3,3,"HUMBL,"
728535,728535,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,{'JBHT'},1,00:00.0,00:00.0,27,27,HUNT J B TRANSPORT SERVICES
1501585,1501585,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,{'HII'},1,00:00.0,00:00.0,10,10,"HUNTINGTON INGALLS INDUSTRIES,"
315374,315374,315374,HURCO COMPANIES INC,HURC,{'HURC'},1,00:00.0,00:00.0,26,26,HURCO COMPANIES
1594555,1594555,1594555,"HV Bancorp, Inc.",HVBC,{'HVBC'},1,00:00.0,00:00.0,4,4,"HV BANCORP, INC."
1623590,1623590,1623590,HWGC Holdings Ltd,HWGC,{'HWGC'},1,00:00.0,00:00.0,5,5,HWGC HOLDINGS LTD
1695295,1695295,1695295,"HYDROFARM HOLDINGS GROUP, INC.",HYFM,{'HYFM'},1,00:00.0,00:00.0,1,1,"HYDROFARM HOLDINGS GROUP,"
1058828,1058828,1058828,HYPERTENSION DIAGNOSTICS INC /MN,HDII,{'HDII'},1,00:00.0,00:00.0,6,6,HYPERTENSION DIAGNOSTICS INC
1173514,1173514,1173514,"HYSTER-YALE MATERIALS HANDLING, INC.",HY,{'HY'},1,00:00.0,00:00.0,9,9,"HYSTER-YALE MATERIALS HANDLING,"
1709164,1709164,1709164,Hamilton Beach Brands Holding Co,HBB,{'HBB'},1,00:00.0,00:00.0,4,4,HAMILTON BEACH BRANDS HOLDING CO
1433642,1433642,1433642,Hamilton Lane INC,HLNE,{'HLNE'},1,00:00.0,00:00.0,4,4,HAMILTON LANE
1359841,1359841,1359841,Hanesbrands Inc.,HBI,{'HBI'},1,00:00.0,00:00.0,10,10,HANESBRANDS INC.
1421819,1421819,1421819,"Hanjiao Group, Inc.",HJGP,{'HJGP'},1,00:00.0,00:00.0,3,3,"HANJIAO GROUP, INC."
1561894,1561894,1561894,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",HASI,{'HASI'},1,00:00.0,00:00.0,8,8,"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC."
1069680,1069680,1069680,"Hannover House, Inc.",HHSE,{'HHSE'},1,00:00.0,00:00.0,1,1,"HANNOVER HOUSE, INC."
1769617,1769617,1769617,"HarborOne Bancorp, Inc.",HONE,{'HONE'},1,00:00.0,00:00.0,2,2,"HARBORONE BANCORP, INC."
1802665,1802665,1802665,"Harmony Biosciences Holdings, Inc.",HRMY,{'HRMY'},1,00:00.0,00:00.0,1,1,"HARMONY BIOSCIENCES HOLDINGS, INC."
1708493,1708493,1708493,"Harpoon Therapeutics, Inc.",HARP,{'HARP'},1,00:00.0,00:00.0,3,3,"HARPOON THERAPEUTICS, INC."
1482554,1482554,1482554,Hartford Great Health Corp.,HFUS,{'HFUS'},1,00:00.0,00:00.0,9,9,HARTFORD GREAT HEALTH CORP.
1750777,1750777,1750777,"Hawkeye Systems, Inc.",HWKE,{'HWKE'},1,00:00.0,00:00.0,1,1,"HAWKEYE SYSTEMS, INC."
1441082,1441082,1441082,Healing Co Inc.,HLCO,{'HLCO'},1,00:00.0,00:00.0,2,2,HEALING CO INC.
1636422,1636422,1636422,"Health Catalyst, Inc.",HCAT,{'HCAT'},1,00:00.0,00:00.0,2,2,"HEALTH CATALYST, INC."
1814114,1814114,1814114,Health Sciences Acquisitions Corp 2,HSAQ,{'HSAQ'},1,00:00.0,00:00.0,1,1,HEALTH SCIENCES ACQUISITIONS CORP 2
1680139,1680139,1680139,HealthLynked Corp,HLYK,{'HLYK'},1,00:00.0,00:00.0,4,4,HEALTHLYNKED CORP
1360604,1360604,1360604,Healthcare Realty Trust Inc,HR,{'HR'},1,00:00.0,00:00.0,9,9,HEALTHCARE REALTY TRUST INC
844856,844856,844856,Healthier Choices Management Corp.,HCMC,{'HCMC'},1,00:00.0,00:00.0,12,12,HEALTHIER CHOICES MANAGEMENT CORP.
1307624,1307624,1307624,"Healthtech Solutions, Inc./UT",HLTT,{'HLTT'},1,00:00.0,00:00.0,3,3,"HEALTHTECH SOLUTIONS, INC./UT"
1388174,1388174,1388174,Helmer Directional Drilling Corp.,EXLA,{'EXLA'},1,00:00.0,00:00.0,1,1,HELMER DIRECTIONAL DRILLING CORP.
46765,46765,46765,"Helmerich & Payne, Inc.",HP,{'HP'},1,00:00.0,00:00.0,26,26,"HELMERICH & PAYNE, INC."
1583771,1583771,1583771,"Hepion Pharmaceuticals, Inc.",HEPA,{'HEPA'},1,00:00.0,00:00.0,7,7,"HEPION PHARMACEUTICALS, INC."
849145,849145,849145,Heritage Global Inc.,HGBL,{'HGBL'},1,00:00.0,00:00.0,23,23,HERITAGE GLOBAL INC.
1598665,1598665,1598665,"Heritage Insurance Holdings, Inc.",HRTG,{'HRTG'},1,00:00.0,00:00.0,7,7,"HERITAGE INSURANCE HOLDINGS, INC."
1700175,1700175,1700175,"Heritage NOLA Bancorp, Inc.",HRGG,{'HRGG'},1,00:00.0,00:00.0,3,3,"HERITAGE NOLA BANCORP, INC."
1403431,1403431,1403431,"Heritage-Crystal Clean, Inc.",HCCI,{'HCCI'},1,00:00.0,00:00.0,8,8,"HERITAGE-CRYSTAL CLEAN, INC."
1324736,1324736,1324736,Hero Technologies Inc.,HENC,{'HENC'},1,00:00.0,00:00.0,8,8,HERO TECHNOLOGIES INC.
1789832,1789832,1789832,Hess Midstream LP,HESM,{'HESM'},1,00:00.0,00:00.0,2,2,HESS MIDSTREAM LP
1813603,1813603,1813603,Hestia Insight Inc.,HSTA,{'HSTA'},1,00:00.0,00:00.0,1,1,HESTIA INSIGHT INC.
1645590,1645590,1645590,Hewlett Packard Enterprise Co,HPE,{'HPE'},1,00:00.0,00:00.0,6,6,HEWLETT PACKARD ENTERPRISE CO
1086303,1086303,1086303,Heyu Biological Technology Corp,HYBT,{'HYBT'},1,00:00.0,00:00.0,14,14,HEYU BIOLOGICAL TECHNOLOGY CORP
1365388,1365388,1365388,"High Sierra Technologies, Inc.",HSTI,{'HSTI'},1,00:00.0,00:00.0,13,13,"HIGH SIERRA TECHNOLOGIES, INC."
1287808,1287808,1287808,"Hill International, Inc.",HIL,{'HIL'},1,00:00.0,00:00.0,15,15,"HILL INTERNATIONAL, INC."
1417398,1417398,1417398,"Hillenbrand, Inc.",HI,{'HI'},1,00:00.0,00:00.0,13,13,"HILLENBRAND, INC."
1822492,1822492,1822492,Hillman Solutions Corp.,HLMN,{'HLMN'},1,00:00.0,00:00.0,1,1,HILLMAN SOLUTIONS CORP.
1265131,1265131,1265131,Hilltop Holdings Inc.,HTH,{'HTH'},1,00:00.0,00:00.0,18,18,HILLTOP HOLDINGS INC.
1674168,1674168,1674168,Hilton Grand Vacations Inc.,HGV,{'HGV'},1,00:00.0,00:00.0,5,5,HILTON GRAND VACATIONS INC.
1585689,1585689,1585689,Hilton Worldwide Holdings Inc.,HLT,{'HLT'},1,00:00.0,00:00.0,8,8,HILTON WORLDWIDE HOLDINGS INC.
1773751,1773751,1773751,"Hims & Hers Health, Inc.",HIMS,{'HIMS'},1,00:00.0,00:00.0,2,2,"HIMS & HERS HEALTH, INC."
1140102,1140102,1140102,"HireQuest, Inc.",HQI,{'HQI'},1,00:00.0,00:00.0,13,13,"HIREQUEST, INC."
1383701,1383701,1383701,Histogen Inc.,HSTO,{'HSTO'},1,00:00.0,00:00.0,8,8,HISTOGEN INC.
1489588,1489588,1489588,"Home Bistro, Inc. /NV/",HBIS,{'HBIS'},1,00:00.0,00:00.0,10,10,"HOME BISTRO, INC."
1500375,1500375,1500375,"Home Federal Bancorp, Inc. of Louisiana",HFBL,{'HFBL'},1,00:00.0,00:00.0,10,10,"HOME FEDERAL BANCORP, INC. OF LOUISIANA"
1830197,1830197,1830197,Home Point Capital Inc.,HMPT,{'HMPT'},1,00:00.0,00:00.0,1,1,HOME POINT CAPITAL INC.
1518715,1518715,1518715,"HomeStreet, Inc.",HMST,{'HMST'},1,00:00.0,00:00.0,10,10,"HOMESTREET, INC."
1538263,1538263,1538263,"HomeTrust Bancshares, Inc.",HTBI,{'HTBI'},1,00:00.0,00:00.0,9,9,"HOMETRUST BANCSHARES, INC."
1661998,1661998,1661998,"Homology Medicines, Inc.",FIXX,{'FIXX'},1,00:00.0,00:00.0,3,3,"HOMOLOGY MEDICINES, INC."
1637655,1637655,1637655,Horizon Global Corp,HZN,{'HZN'},1,00:00.0,00:00.0,6,6,HORIZON GLOBAL CORP
1492426,1492426,1492426,Horizon Therapeutics Public Ltd Co,HZNP,{'HZNP'},1,00:00.0,00:00.0,10,10,HORIZON THERAPEUTICS PUBLIC LTD CO
1644406,1644406,1644406,"Hostess Brands, Inc.",TWNK,{'TWNK'},1,00:00.0,00:00.0,6,6,"HOSTESS BRANDS, INC."
1711786,1711786,1711786,"Hoth Therapeutics, Inc.",HOTH,{'HOTH'},1,00:00.0,00:00.0,3,3,"HOTH THERAPEUTICS, INC."
1498828,1498828,1498828,Howard Hughes Corp,HHC,{'HHC'},1,00:00.0,00:00.0,11,11,HOWARD HUGHES CORP
1593204,1593204,1593204,"Huaizhong Health Group, Inc.",ADAD,{'ADAD'},1,00:00.0,00:00.0,5,5,"HUAIZHONG HEALTH GROUP, INC."
940942,940942,940942,"Hub Group, Inc.",HUBG,{'HUBG'},1,00:00.0,00:00.0,25,25,"HUB GROUP, INC."
1639068,1639068,1639068,Hubilu Venture Corp,HBUV,{'HBUV'},1,00:00.0,00:00.0,5,5,HUBILU VENTURE CORP
